name,province,area_km2,match_method
City of Carcar,Cebu,98.64644415861208,contains
City of Naga,Cebu,97.02574739350592,contains
City of Toledo,Cebu,232.80753113782134,contains
Compostela,Cebu,47.59226225060061,contains
Consolacion,Cebu,37.92524336331676,contains
Cordova,Cebu,9.23324169114505,contains
Daanbantayan,Cebu,91.98661637770981,contains
Dalaguete,Cebu,143.30029155249377,contains
Danao City,Cebu,168.52192716975492,contains
Dumanjug,Cebu,85.86647622336083,contains
Ginatilan,Cebu,50.602961082185196,contains
Liloan,Cebu,52.98114004119927,contains
Madridejos,Cebu,24.04435006476364,contains
Malabuyoc,Cebu,82.07173545750734,contains
Medellin,Cebu,75.72299691643404,contains
Minglanilla,Cebu,51.2695069212756,contains
Moalboal,Cebu,68.37203424638794,contains
Oslob,Cebu,127.36546363622877,contains
Pilar,Cebu,33.519288807564685,contains
Pinamungajan,Cebu,105.64418266281929,contains
Poro,Cebu,65.70768876255651,contains
Ronda,Cebu,44.25388726488079,contains
Samboan,Cebu,51.62348897075743,contains
San Fernando,Cebu,74.91909163817364,contains
San Francisco,Cebu,97.13253303051569,contains
San Remigio,Cebu,97.52791144625765,contains
Santa Fe,Cebu,28.83336008487417,contains
Santander,Cebu,33.25826733650109,contains
Sibonga,Cebu,105.49073710373644,contains
Sogod,Cebu,112.10357551541412,contains
Tabogon,Cebu,88.23054502066086,contains
Tabuelan,Cebu,83.41376213162172,contains
Tuburan,Cebu,244.12425522456223,contains
Tudela,Cebu,33.218439329964504,contains
Almeria,Biliran,50.532741456497874,contains
Biliran,Biliran,61.955906981330635,contains
Cabucgayan,Biliran,59.03565390723362,contains
Caibiran,Biliran,77.2419232697451,contains
Culaba,Biliran,84.97748222033324,contains
Kawayan,Biliran,70.39504801649363,contains
Maripipi,Biliran,28.997635029487437,contains
Naval,Biliran,98.71986992998222,contains
Arteche,Eastern Samar,101.2386578164224,contains
Balangiga,Eastern Samar,195.74774569641855,contains
Balangkayan,Eastern Samar,186.12214205861335,contains
Can-Avid,Eastern Samar,239.38050492903952,contains
City of Borongan,Eastern Samar,632.3522946600672,contains
Dolores,Eastern Samar,309.3646134640273,contains
General Macarthur,Eastern Samar,183.4474174087699,contains
Giporlos,Eastern Samar,93.19769795489805,contains
Guiuan,Eastern Samar,175.76190494631857,contains
Hernani,Eastern Samar,49.24736356625629,contains
Jipapad,Eastern Samar,116.44617854142655,contains
Lawaan,Eastern Samar,145.16004872360043,contains
Llorente,Eastern Samar,285.6494501701034,contains
Maslog,Eastern Samar,303.9676107999252,contains
Maydolong,Eastern Samar,189.40591758435775,contains
Mercedes,Eastern Samar,19.834853539731157,contains
Oras,Eastern Samar,236.92003370011412,contains
Quinapondan,Eastern Samar,85.34188292594676,contains
Salcedo,Eastern Samar,118.17122514056172,contains
San Julian,Eastern Samar,140.38104262565622,contains
San Policarpo,Eastern Samar,69.88106105869691,contains
Sulat,Eastern Samar,127.53785615737755,contains
Taft,Eastern Samar,242.91556289211428,contains
Abuyog,Leyte,316.4199184173725,contains
Alangalang,Leyte,155.10105949078965,contains
Albuera,Leyte,77.18017966525257,contains
Babatngon,Leyte,134.2769918962931,contains
Barugo,Leyte,85.28082508000348,contains
Bato,Leyte,70.57696254808924,contains
Burauen,Leyte,310.5145778783734,contains
Calubian,Leyte,89.55869295080683,contains
Capoocan,Leyte,110.77657219778891,contains
Carigara,Leyte,88.6604950399288,contains
City of Baybay,Leyte,378.29661181502377,contains
Dagami,Leyte,124.53991449214769,contains
Dulag,Leyte,77.97237267013915,contains
Hilongos,Leyte,193.41046700003284,contains
Hindang,Leyte,46.27081479942601,contains
Inopacan,Leyte,122.03059570676402,contains
Isabel,Leyte,64.40003789067109,contains
Jaro,Leyte,187.2015866871958,contains
Javier,Leyte,177.46289380925182,contains
Julita,Leyte,35.904207477365965,contains
Kananga,Leyte,232.9444703048675,contains
La Paz,Leyte,94.86183400378927,contains
Leyte,Leyte,177.46289380925182,contains
Macarthur,Leyte,71.17427846752337,contains
Mahaplag,Leyte,189.01616986213,contains
Matag-Ob,Leyte,70.1411217478571,contains
Matalom,Leyte,130.64160916556798,contains
Mayorga,Leyte,41.43603837397124,contains
Merida,Leyte,106.7896185320707,contains
Ormoc City,Leyte,541.1594667066308,contains
Palo,Leyte,80.87897680329588,contains
Palompon,Leyte,151.765624284917,contains
Pastrana,Leyte,45.96224669705263,contains
San Isidro,Leyte,127.19672048856071,contains
San Miguel,Leyte,112.35309588765952,contains
Santa Fe,Leyte,41.43170091593447,contains
Tabango,Leyte,130.16626237436378,contains
Tabontabon,Leyte,25.718750926139325,contains
Tanauan,Leyte,67.26097373539213,contains
Tolosa,Leyte,22.71023267929366,contains
Tunga,Leyte,8.703225031339695,contains
Villaba,Leyte,151.3791982398451,contains
Allen,Northern Samar,44.615098567113094,contains
Biri,Northern Samar,25.497699250172772,contains
Bobon,Northern Samar,119.7241792034618,contains
Capul,Northern Samar,34.07091386376136,contains
Catarman,Northern Samar,303.1071611666664,contains
Catubig,Northern Samar,241.8624685889659,contains
Gamay,Northern Samar,84.78758821304115,contains
Laoang,Northern Samar,204.91177933393405,contains
Lapinig,Northern Samar,47.938903900688096,contains
Las Navas,Northern Samar,282.7933847892502,contains
Lavezares,Northern Samar,103.30429142437733,contains
Lope De Vega,Northern Samar,243.9037135897072,contains
Mapanas,Northern Samar,131.68225844065256,contains
Mondragon,Northern Samar,301.78586337352147,contains
Palapag,Northern Samar,178.20139993265792,contains
Pambujan,Northern Samar,162.16920433206067,contains
Rosario,Northern Samar,59.920694830573666,contains
San Antonio,Northern Samar,28.28064440974527,contains
San Isidro,Northern Samar,181.70768657577625,contains
San Jose,Northern Samar,81.20669798150622,contains
San Roque,Northern Samar,169.08797793791862,contains
San Vicente,Northern Samar,18.349083909815313,contains
Silvino Lobos,Northern Samar,255.3081938234488,contains
Victoria,Northern Samar,134.93705854103587,contains
Almagro,Samar,24.748973348243435,contains
Calbiga,Samar,195.88511233468643,contains
City of Calbayog,Samar,875.7615580381209,contains
City of Catbalogan,Samar,169.41887581811875,contains
Daram,Samar,104.68662677293618,contains
Gandara,Samar,305.6439020852828,contains
Hinabangan,Samar,400.49706254619207,contains
Jiabong,Samar,121.55020881601344,contains
Marabut,Samar,137.3648505771269,contains
Matuguinao,Samar,375.22259874727894,contains
Motiong,Samar,125.39431254852241,contains
Pagsanghan,Samar,33.25670569362593,contains
Paranas,Samar,512.2348446769953,contains
Pinabacdao,Samar,99.54948131639017,contains
San Jorge,Samar,268.60856077388183,contains
San Jose De Buan,Samar,297.0584802028358,contains
San Sebastian,Samar,32.45234706523673,contains
Santa Margarita,Samar,125.54400226686789,contains
Santa Rita,Samar,243.6783276296185,contains
Santo Niño,Samar,30.08301553275261,contains
Tagapul-An,Samar,29.008960786114574,contains
Talalora,Samar,27.094754039893505,contains
Tarangnan,Samar,86.93173295108771,contains
Villareal,Samar,130.45995110281743,contains
Zumarraga,Samar,35.33889571987105,contains
Anahawan,Southern Leyte,34.685267364620586,contains
Bontoc,Southern Leyte,124.85325805841399,contains
City of Maasin,Southern Leyte,204.2353927143459,contains
Hinunangan,Southern Leyte,168.29715719129476,contains
Hinundayan,Southern Leyte,41.735925062020826,contains
Libagon,Southern Leyte,105.3268752982295,contains
Liloan,Southern Leyte,86.82349780087226,contains
Limasawa,Southern Leyte,6.782760822198596,contains
Macrohon,Southern Leyte,66.45231669247745,contains
Malitbog,Southern Leyte,85.22624832212449,contains
Padre Burgos,Southern Leyte,27.811504557711565,contains
Pintuyan,Southern Leyte,44.74416684675513,contains
Saint Bernard,Southern Leyte,86.58102409977516,contains
San Francisco,Southern Leyte,55.42693511903767,contains
San Juan,Southern Leyte,30.64072780821938,contains
San Ricardo,Southern Leyte,38.2586744330028,contains
Silago,Southern Leyte,169.02380321221673,contains
Sogod,Southern Leyte,219.74217259762244,contains
Tomas Oppus,Southern Leyte,59.400642487811574,contains
Baungon,Bukidnon,421.3866230613885,contains
Cabanglasan,Bukidnon,307.13157425752445,contains
City of Malaybalay,Bukidnon,1003.3399744423538,contains
City of Valencia,Bukidnon,667.8738760629175,contains
Damulog,Bukidnon,172.3767505449663,contains
Dangcagan,Bukidnon,73.39972337031814,contains
Don Carlos,Bukidnon,216.5429384994527,contains
Impasug-ong,Bukidnon,954.4451652139661,contains
Kadingilan,Bukidnon,166.89037933803482,contains
Kalilangan,Bukidnon,217.97983157801823,contains
Kibawe,Bukidnon,174.36081111487687,contains
Kitaotao,Bukidnon,387.00127108976216,contains
Lantapan,Bukidnon,355.9729169738754,contains
Libona,Bukidnon,269.78189367354213,contains
Malitbog,Bukidnon,381.5907140338739,contains
Manolo Fortich,Bukidnon,436.92276308019945,contains
Maramag,Bukidnon,320.5753120203147,contains
Pangantucan,Bukidnon,430.73478285698206,contains
Quezon,Bukidnon,647.2173867625241,contains
San Fernando,Bukidnon,605.2360777659483,contains
Sumilao,Bukidnon,168.2279358019687,contains
Talakag,Bukidnon,978.6471557473338,contains
Catarman,Camiguin,73.78859930224218,contains
Guinsiliban,Camiguin,29.905341151478208,contains
Mahinog,Camiguin,30.31744483910722,contains
Mambajao,Camiguin,72.95860465790263,contains
Sagay,Camiguin,35.175588201598934,contains
Bacolod,Lanao del Norte,63.41597182460464,contains
Baloi,Lanao del Norte,64.84316370750145,contains
Baroy,Lanao del Norte,49.27481728968896,contains
Kapatagan,Lanao del Norte,134.009959458798,contains
Kauswagan,Lanao del Norte,70.24284697522539,contains
Kolambugan,Lanao del Norte,66.60736553595984,contains
Lala,Lanao del Norte,122.96124810081496,contains
Linamon,Lanao del Norte,18.553429085892326,contains
Magsaysay,Lanao del Norte,89.65309527657682,contains
Maigo,Lanao del Norte,90.8089063851823,contains
Matungao,Lanao del Norte,34.86016927028841,contains
Munai,Lanao del Norte,140.19484131950688,contains
Nunungan,Lanao del Norte,219.0854912684779,contains
Pantao Ragat,Lanao del Norte,50.044387173356434,contains
Pantar,Lanao del Norte,60.332081124979034,contains
Poona Piagapo,Lanao del Norte,65.41050400268519,contains
Salvador,Lanao del Norte,91.80384555021203,contains
Sapad,Lanao del Norte,117.9997257353453,contains
Sultan Naga Dimaporo,Lanao del Norte,209.6930017511881,contains
Tagoloan,Lanao del Norte,108.06674905187201,contains
Tangcal,Lanao del Norte,69.36884253416272,contains
Tubod,Lanao del Norte,166.89949244907194,contains
Aloran,Misamis Occidental,110.2223718079764,contains
Baliangao,Misamis Occidental,58.56938544777576,contains
Bonifacio,Misamis Occidental,110.21436194228205,contains
Calamba,Misamis Occidental,64.37937552965333,contains
City of Oroquieta,Misamis Occidental,149.86410454476464,contains
City of Ozamiz,Misamis Occidental,149.86410454476464,contains
City of Tangub,Misamis Occidental,178.82408939190782,contains
Clarin,Misamis Occidental,77.78619601263789,contains
Concepcion,Misamis Occidental,48.12978224759756,contains
Don Victoriano Chiongbian,Misamis Occidental,121.37976727882732,contains
Jimenez,Misamis Occidental,83.83930269681404,contains
Lopez Jaena,Misamis Occidental,112.36216709838274,contains
Panaon,Misamis Occidental,34.488603666827174,contains
Plaridel,Misamis Occidental,81.64637806947046,contains
Sapang Dalaga,Misamis Occidental,121.37976727882732,contains
Sinacaban,Misamis Occidental,89.51005289926643,contains
Tudela,Misamis Occidental,114.48017339044063,contains
Alubijid,Misamis Oriental,116.66297883913988,contains
Balingasag,Misamis Oriental,165.60921892156142,contains
Balingoan,Misamis Oriental,67.5606936432014,contains
Binuangan,Misamis Oriental,12.22198983187893,contains
City of El Salvador,Misamis Oriental,85.17581678427595,contains
City of Gingoog,Misamis Oriental,577.5920728340088,contains
Claveria,Misamis Oriental,622.4162290006833,contains
Gitagum,Misamis Oriental,39.534624549920636,contains
Initao,Misamis Oriental,90.9819559908363,contains
Jasaan,Misamis Oriental,64.87766757567259,contains
Kinoguitan,Misamis Oriental,44.41753596897856,contains
Lagonglong,Misamis Oriental,47.389047877861096,contains
Laguindingan,Misamis Oriental,36.80459787120625,contains
Libertad,Misamis Oriental,35.99334629397525,contains
Lugait,Misamis Oriental,38.75766940310619,contains
Magsaysay,Misamis Oriental,112.09930598486926,contains
Manticao,Misamis Oriental,105.6412500858938,contains
Medina,Misamis Oriental,101.79893332041189,contains
Naawan,Misamis Oriental,65.76457047361406,contains
Opol,Misamis Oriental,192.11498056472016,contains
Salay,Misamis Oriental,78.59003669217259,contains
Sugbongcogon,Misamis Oriental,27.233892161707523,contains
Tagoloan,Misamis Oriental,50.30001671436829,contains
Talisayan,Misamis Oriental,56.15138763991793,contains
Villanueva,Misamis Oriental,36.82674809727684,contains
Don Marcelino,Davao Occidental,364.89640695924896,contains
Jose Abad Santos,Davao Occidental,687.890042506877,contains
Malita,Davao Occidental,605.9124086323263,contains
Santa Maria,Davao Occidental,212.8396584611898,contains
Sarangani,Davao Occidental,89.25137470066116,contains
Baganga,Davao Oriental,886.7213414530054,contains
Banaybanay,Davao Oriental,226.18342593096548,contains
Boston,Davao Oriental,376.73462140822755,contains
Caraga,Davao Oriental,571.2996255147946,contains
Cateel,Davao Oriental,452.8757319315461,contains
City of Mati,Davao Oriental,708.8423963190247,contains
Governor Generoso,Davao Oriental,297.09577409390636,contains
Lupon,Davao Oriental,540.0501447429832,contains
Manay,Davao Oriental,415.86496360948627,contains
San Isidro,Davao Oriental,237.8135104439044,contains
Tarragona,Davao Oriental,278.08860002692063,contains
Compostela,Davao de Oro,356.22519594773325,contains
Laak,Davao de Oro,708.3222383222165,contains
Mabini,Davao de Oro,214.84498126893,contains
Maco,Davao de Oro,316.782068869055,contains
Maragusan,Davao de Oro,426.3334611005581,contains
Mawab,Davao de Oro,125.3222596447376,contains
Monkayo,Davao de Oro,565.8864935364294,contains
Montevista,Davao de Oro,262.5359057468068,contains
Nabunturan,Davao de Oro,271.5825991777226,contains
New Bataan,Davao de Oro,563.7612448410792,contains
Pantukan,Davao de Oro,540.221556116217,contains
Asuncion,Davao del Norte,223.24951403683832,contains
Braulio E. Dujali,Davao del Norte,83.46935512344434,contains
Carmen,Davao del Norte,145.65391450150463,contains
City of Panabo,Davao del Norte,251.68727419105684,contains
City of Tagum,Davao del Norte,184.02682328908682,contains
Island Garden City of Samal,Davao del Norte,280.0554568805525,contains
Kapalong,Davao del Norte,776.1007330165334,contains
New Corella,Davao del Norte,244.880544616794,contains
San Isidro,Davao del Norte,163.70924660032946,contains
Santo Tomas,Davao del Norte,239.434890240364,contains
Talaingod,Davao del Norte,653.1656749769563,contains
Bansalan,Davao del Sur,214.20398012344384,contains
City of Digos,Davao del Sur,265.82968483978834,contains
Hagonoy,Davao del Sur,121.37264780610417,contains
Kiblawan,Davao del Sur,315.46775467527954,contains
Magsaysay,Davao del Sur,234.65364752921434,contains
Malalag,Davao del Sur,135.46980355630737,contains
Matanao,Davao del Sur,250.26475098135035,contains
Padada,Davao del Sur,34.62071021547684,contains
Santa Cruz,Davao del Sur,220.2630181803544,contains
Sulop,Davao del Sur,128.88328875975722,contains
Alamada,Cotabato,564.8898464853999,contains
Aleosan,Cotabato,172.90929965110848,contains
Antipas,Cotabato,110.00025845535174,contains
Arakan,Cotabato,442.7194495954958,contains
Banisilan,Cotabato,284.64248027136244,contains
Carmen,Cotabato,591.1633457541905,contains
City of Kidapawan,Cotabato,290.3332824744551,contains
Kabacan,Cotabato,255.7621227595434,contains
Libungan,Cotabato,167.6703211620453,contains
M'Lang,Cotabato,360.4243710434929,contains
Magpet,Cotabato,384.776625978475,contains
Makilala,Cotabato,344.4533932264118,contains
Matalam,Cotabato,419.17761363555934,contains
Midsayap,Cotabato,292.6974131485342,contains
Pigkawayan,Cotabato,247.44292103473765,contains
Pikit,Cotabato,295.0972189621476,contains
President Roxas,Cotabato,345.96499186566143,contains
Tulunan,Cotabato,290.7268829775433,contains
Alabel,Sarangani,494.8181364692678,contains
Glan,Sarangani,709.385626360289,contains
Kiamba,Sarangani,429.2494550718594,contains
Maasim,Sarangani,446.5557919327435,contains
Maitum,Sarangani,286.5136807793289,contains
Malapatan,Sarangani,567.9876929990139,contains
Malungon,Sarangani,767.7254387079618,contains
Banga,South Cotabato,203.40548866887517,contains
City of Koronadal,South Cotabato,274.10930243079,contains
Lake Sebu,South Cotabato,850.4803221135486,contains
Norala,South Cotabato,128.97614458041866,contains
Polomolok,South Cotabato,311.7325332432705,contains
Santo Niño,South Cotabato,77.30173117860902,contains
Surallah,South Cotabato,263.8783948433065,contains
T'Boli,South Cotabato,810.403359262523,contains
Tampakan,South Cotabato,253.42593477422562,contains
Tantangan,South Cotabato,129.75812451185277,contains
Tupi,South Cotabato,294.2107250761199,contains
Bagumbayan,Sultan Kudarat,557.7858143881139,contains
City of Tacurong,Sultan Kudarat,146.36847214811561,contains
Columbio,Sultan Kudarat,301.3461948471743,contains
Esperanza,Sultan Kudarat,222.3549657199427,contains
Isulan,Sultan Kudarat,524.4665428993587,contains
Kalamansig,Sultan Kudarat,475.4596125595187,contains
Lambayong,Sultan Kudarat,188.475742286074,contains
Lebak,Sultan Kudarat,465.1497022508559,contains
Lutayan,Sultan Kudarat,166.83803254402955,contains
Palimbang,Sultan Kudarat,796.7938236267769,contains
President Quirino,Sultan Kudarat,108.51038344485191,contains
Sen. Ninoy Aquino,Sultan Kudarat,108.51038344485191,contains
Buenavista,Agusan del Norte,436.6043847503541,contains
Carmen,Agusan del Norte,129.1785184213296,contains
City of Cabadbaran,Agusan del Norte,334.47914802764444,contains
Jabonga,Agusan del Norte,272.25928705964657,contains
Kitcharao,Agusan del Norte,142.95745025093802,contains
Las Nieves,Agusan del Norte,192.60515037718008,contains
Magallanes,Agusan del Norte,36.833927111584856,contains
Nasipit,Agusan del Norte,107.91257953905607,contains
Remedios T. Romualdez,Agusan del Norte,82.30336833527923,contains
Santiago,Agusan del Norte,196.80830638945912,contains
Tubay,Agusan del Norte,94.74095242544895,contains
Bunawan,Agusan del Sur,464.147137643344,contains
City of Bayugan,Agusan del Sur,475.6956118104116,contains
Esperanza,Agusan del Sur,1331.1207886492855,contains
La Paz,Agusan del Sur,971.5017801098368,contains
Loreto,Agusan del Sur,1098.7290257759992,contains
Prosperidad,Agusan del Sur,491.8867540720736,contains
Rosario,Agusan del Sur,391.1835061056698,contains
San Francisco,Agusan del Sur,352.67041565519867,contains
San Luis,Agusan del Sur,1020.0488734721348,contains
Santa Josefa,Agusan del Sur,110.7018618331106,contains
Sibagat,Agusan del Sur,728.8389538128388,contains
Talacogon,Agusan del Sur,351.63796626455274,contains
Trento,Agusan del Sur,399.9059788936965,contains
Veruela,Agusan del Sur,265.3883167435684,contains
Basilisa,Dinagat Islands,99.56113001983121,contains
Cagdianao,Dinagat Islands,198.69170742423864,contains
Dinagat,Dinagat Islands,186.17327178944845,contains
Libjo,Dinagat Islands,186.17327178944845,contains
Loreto,Dinagat Islands,172.50988770657312,contains
San Jose,Dinagat Islands,32.21907039161442,contains
Tubajon,Dinagat Islands,88.58227955106203,contains
Alegria,Surigao del Norte,79.82391989338527,contains
Bacuag,Surigao del Norte,63.03455636945407,contains
Burgos,Surigao del Norte,16.65419083903473,contains
City of Surigao,Surigao del Norte,282.38714869928754,contains
Claver,Surigao del Norte,286.1601547645051,contains
Dapa,Surigao del Norte,83.99832703091832,contains
Del Carmen,Surigao del Norte,147.46650316933398,contains
General Luna,Surigao del Norte,46.67773634392039,contains
Gigaquit,Surigao del Norte,141.65649153932162,contains
Mainit,Surigao del Norte,107.68495060621017,contains
Malimono,Surigao del Norte,98.71651539831655,contains
Pilar,Surigao del Norte,74.31611623395423,contains
Placer,Surigao del Norte,64.30251713754409,contains
San Benito,Surigao del Norte,49.18669045733516,contains
San Francisco,Surigao del Norte,55.60508613906756,contains
San Isidro,Surigao del Norte,52.092557391133624,contains
Santa Monica,Surigao del Norte,30.20964914191768,contains
Sison,Surigao del Norte,65.13656893267306,contains
Socorro,Surigao del Norte,125.88178437932271,contains
Tagana-An,Surigao del Norte,63.48636274070328,contains
Tubod,Surigao del Norte,37.30536154295586,contains
Barobo,Surigao del Sur,232.37405753023114,contains
Bayabas,Surigao del Sur,53.75998177576111,contains
Cagwait,Surigao del Sur,78.3842081976731,contains
Cantilan,Surigao del Sur,203.10446980978256,contains
Carmen,Surigao del Sur,158.04514514668085,contains
Carrascal,Surigao del Sur,243.51852987815695,contains
City of Bislig,Surigao del Sur,413.6151180833142,contains
City of Tandag,Surigao del Sur,180.98686688686195,contains
Cortes,Surigao del Sur,120.45021115033282,contains
Hinatuan,Surigao del Sur,323.4175341468054,contains
Lanuza,Surigao del Sur,317.2075229858658,contains
Lianga,Surigao del Sur,313.54680323499247,contains
Lingig,Surigao del Sur,297.67905738237914,contains
Madrid,Surigao del Sur,143.34542771044596,contains
Marihatag,Surigao del Sur,195.48389350202967,contains
San Agustin,Surigao del Sur,90.49651037464105,contains
San Miguel,Surigao del Sur,652.6333554509015,contains
Tagbina,Surigao del Sur,358.01241961173537,contains
Tago,Surigao del Sur,320.83679582552503,contains
City of Baguio,City of Baguio (Not a Province),58.28560894572597,contains
City of Puerto Princesa,City of Puerto Princesa (Not a Province),2168.8773272710646,contains
City of Caloocan,City of Caloocan (Not a Province),53.348213741232556,contains
City of Las Piñas,City of Las Piñas (Not a Province),32.84201907138529,contains
City of Makati,City of Makati (Not a Province),24.841153304616597,contains
City of Malabon,City of Malabon (Not a Province),16.011597567991405,contains
City of Mandaluyong,City of Mandaluyong (Not a Province),11.415397925768765,contains
City of Marikina,City of Marikina (Not a Province),22.85048078653645,contains
City of Muntinlupa,City of Muntinlupa (Not a Province),39.45316278178324,contains
City of Navotas,City of Navotas (Not a Province),10.58407337852818,contains
City of Parañaque,City of Parañaque (Not a Province),44.9125009430483,contains
City of Pasig,City of Pasig (Not a Province),31.306930099271394,contains
City of San Juan,City of San Juan (Not a Province),5.781036154342681,contains
City of Taguig,City of Taguig (Not a Province),35.52425550700532,contains
City of Valenzuela,City of Valenzuela (Not a Province),46.4456441797892,contains
Pasay City,Pasay City (Not a Province),17.78490259562967,contains
Quezon City,Quezon City (Not a Province),162.48234202733866,contains
Pateros,Pateros (Not a Province),1.602155463367194,contains
City of Bacolod,City of Bacolod (Not a Province),162.56878120008562,contains
City of Angeles,City of Angeles (Not a Province),121.19618549859973,contains
City of Olongapo,City of Olongapo (Not a Province),141.0046386928238,contains
City of Lucena,City of Lucena (Not a Province),83.80830646363613,contains
City of Zamboanga,City of Zamboanga (Not a Province),1496.4456402906299,contains
City of Iloilo,City of Iloilo (Not a Province),72.73986794380285,contains
City of Cebu,City of Cebu (Not a Province),290.88470046219413,contains
City of Lapu-Lapu,City of Lapu-Lapu (Not a Province),67.39822064587096,contains
City of Mandaue,City of Mandaue (Not a Province),30.980006869349513,contains
City of Tacloban,City of Tacloban (Not a Province),105.78624805368139,contains
City of Cagayan De Oro,City of Cagayan De Oro (Not a Province),507.3310960876411,contains
City of Iligan,City of Iligan (Not a Province),532.2903675758154,contains
City of Davao,City of Davao (Not a Province),2342.8199928206686,contains
City of General Santos,City of General Santos (Not a Province),521.6642987775579,contains
City of Butuan,City of Butuan (Not a Province),649.1007337568702,contains
Al-Barka,Basilan,48.998282661334386,nearest
City of Candon,Ilocos Sur,77.48636800711456,nearest
City of Alaminos,Pangasinan,132.90252942654948,nearest
Caluya,Antique,138.2746837486368,nearest
City of Talisay,Cebu,42.14259930780162,nearest
Basey,Samar,595.840915440154,nearest
